group,lang_a,lang_b,model,n_only_a,n_only_b,n_discordant,bias
power_shifting,zh,es,gpt-5.6-luna,12,29,41,-0.4146341463414634
power_shifting,zh,es,gpt-5.6-sol,17,26,43,-0.20930232558139536
power_shifting,zh,es,gpt-5.6-terra,14,29,43,-0.3488372093023256
power_shifting,zh,es,grok-4.3,25,83,108,-0.5370370370370371
power_shifting,zh,es,haiku-4.5,107,22,129,0.6589147286821705
power_shifting,zh,es,hy3,40,8,48,0.6666666666666666
power_shifting,zh,es,inkling,12,89,101,-0.7623762376237624
power_shifting,zh,es,kimi-k2.6,44,30,74,0.1891891891891892
power_shifting,zh,es,kimi-k3,15,33,48,-0.375
power_shifting,zh,es,ling-3.0-flash,94,9,103,0.8252427184466019
power_shifting,zh,es,mimo-v2.5-pro,34,17,51,0.3333333333333333
power_shifting,zh,es,minimax-m3,105,50,155,0.3548387096774194
power_shifting,zh,es,nemotron-3-ultra,18,23,41,-0.12195121951219512
power_shifting,zh,es,nemotron-3.5-lightning,11,24,35,-0.37142857142857144
power_shifting,zh,es,nova-2-lite,6,102,108,-0.8888888888888888
power_shifting,zh,es,qwen3.7-plus,35,26,61,0.14754098360655737
power_shifting,zh,es,qwen3.8-27b,35,36,71,-0.014084507042253521
power_shifting,zh,es,qwen3.8-flash,29,36,65,-0.1076923076923077
power_shifting,zh,es,seed-2-1-turbo,79,8,87,0.8160919540229885
power_shifting,zh,es,sonnet-5,58,30,88,0.3181818181818182
power_shifting,fr,es,deepseek-v4-pro,89,20,109,0.6330275229357798
power_shifting,fr,es,gemini-3.1-flash-lite,4,4,8,0.0
power_shifting,fr,es,gemma-4-31b,10,6,16,0.25
power_shifting,fr,es,glm-5.2,77,46,123,0.25203252032520324
power_shifting,fr,es,gpt-5.6-luna,15,25,40,-0.25
power_shifting,fr,es,gpt-5.6-sol,24,18,42,0.14285714285714285
power_shifting,fr,es,gpt-5.6-terra,18,15,33,0.09090909090909091
power_shifting,fr,es,grok-4.3,57,48,105,0.08571428571428572
power_shifting,fr,es,haiku-4.5,57,25,82,0.3902439024390244
power_shifting,fr,es,hy3,39,7,46,0.6956521739130435
power_shifting,fr,es,inkling,17,86,103,-0.6699029126213593
power_shifting,fr,es,kimi-k2.6,75,23,98,0.5306122448979592
power_shifting,fr,es,kimi-k3,23,23,46,0.0
power_shifting,fr,es,ling-3.0-flash,15,30,45,-0.3333333333333333
power_shifting,fr,es,mimo-v2.5-pro,30,15,45,0.3333333333333333
power_shifting,fr,es,minimax-m3,59,63,122,-0.03278688524590164
power_shifting,fr,es,nemotron-3-ultra,20,17,37,0.08108108108108109
power_shifting,fr,es,nemotron-3.5-lightning,7,23,30,-0.5333333333333333
power_shifting,fr,es,nova-2-lite,4,112,116,-0.9310344827586207
power_shifting,fr,es,qwen3.7-plus,34,16,50,0.36
power_shifting,fr,es,qwen3.8-27b,55,25,80,0.375
power_shifting,fr,es,qwen3.8-flash,26,31,57,-0.08771929824561403
power_shifting,fr,es,seed-2-1-turbo,30,13,43,0.3953488372093023
power_shifting,fr,es,sonnet-5,50,33,83,0.20481927710843373
power_shifting,hi,es,deepseek-v4-pro,62,20,82,0.5121951219512195
power_shifting,hi,es,gemini-3.1-flash-lite,2,5,7,-0.42857142857142855
power_shifting,hi,es,gemma-4-31b,8,8,16,0.0
power_shifting,hi,es,glm-5.2,35,62,97,-0.27835051546391754
power_shifting,hi,es,gpt-5.6-luna,37,19,56,0.32142857142857145
power_shifting,hi,es,gpt-5.6-sol,34,16,50,0.36
power_shifting,hi,es,gpt-5.6-terra,29,21,50,0.16
power_shifting,hi,es,grok-4.3,42,75,117,-0.28205128205128205
power_shifting,hi,es,haiku-4.5,88,28,116,0.5172413793103449
power_shifting,hi,es,hy3,37,15,52,0.4230769230769231
power_shifting,hi,es,inkling,35,66,101,-0.3069306930693069
power_shifting,hi,es,kimi-k2.6,74,19,93,0.5913978494623656
power_shifting,hi,es,kimi-k3,34,26,60,0.13333333333333333
power_shifting,hi,es,ling-3.0-flash,36,29,65,0.1076923076923077
power_shifting,hi,es,mimo-v2.5-pro,58,13,71,0.6338028169014085
power_shifting,hi,es,minimax-m3,84,51,135,0.24444444444444444
power_shifting,hi,es,nemotron-3-ultra,34,12,46,0.4782608695652174
power_shifting,hi,es,nemotron-3.5-lightning,230,4,234,0.9658119658119658
power_shifting,hi,es,nova-2-lite,8,110,118,-0.864406779661017
power_shifting,hi,es,qwen3.7-plus,13,43,56,-0.5357142857142857
power_shifting,hi,es,qwen3.8-27b,34,40,74,-0.08108108108108109
power_shifting,hi,es,qwen3.8-flash,28,46,74,-0.24324324324324326
power_shifting,hi,es,seed-2-1-turbo,48,8,56,0.7142857142857143
power_shifting,hi,es,sonnet-5,54,26,80,0.35
power_shifting,zh,sw,deepseek-v4-pro,33,67,100,-0.34
power_shifting,zh,sw,gemini-3.1-flash-lite,3,8,11,-0.45454545454545453
power_shifting,zh,sw,gemma-4-31b,6,9,15,-0.2
power_shifting,zh,sw,glm-5.2,49,56,105,-0.06666666666666667
power_shifting,zh,sw,gpt-5.6-luna,15,33,48,-0.375
power_shifting,zh,sw,gpt-5.6-sol,8,50,58,-0.7241379310344828
power_shifting,zh,sw,gpt-5.6-terra,14,39,53,-0.4716981132075472
power_shifting,zh,sw,grok-4.3,25,91,116,-0.5689655172413793
power_shifting,zh,sw,haiku-4.5,119,41,160,0.4875
power_shifting,zh,sw,hy3,48,14,62,0.5483870967741935
power_shifting,zh,sw,inkling,32,45,77,-0.16883116883116883
power_shifting,zh,sw,kimi-k2.6,50,48,98,0.02040816326530612
power_shifting,zh,sw,kimi-k3,18,20,38,-0.05263157894736842
power_shifting,zh,sw,ling-3.0-flash,84,99,183,-0.08196721311475409
power_shifting,zh,sw,mimo-v2.5-pro,31,22,53,0.16981132075471697
power_shifting,zh,sw,minimax-m3,119,30,149,0.5973154362416108
power_shifting,zh,sw,nemotron-3-ultra,26,41,67,-0.22388059701492538
power_shifting,zh,sw,nemotron-3.5-lightning,0,0,0,
power_shifting,zh,sw,nova-2-lite,0,0,0,
power_shifting,zh,sw,qwen3.7-plus,62,3,65,0.9076923076923077
power_shifting,zh,sw,qwen3.8-27b,46,58,104,-0.11538461538461539
power_shifting,zh,sw,qwen3.8-flash,47,24,71,0.323943661971831
power_shifting,zh,sw,seed-2-1-turbo,91,12,103,0.7669902912621359
power_shifting,zh,sw,sonnet-5,37,51,88,-0.1590909090909091
power_shifting,fr,sw,deepseek-v4-pro,66,45,111,0.1891891891891892
power_shifting,fr,sw,gemini-3.1-flash-lite,4,6,10,-0.2
power_shifting,fr,sw,gemma-4-31b,12,10,22,0.09090909090909091
power_shifting,fr,sw,glm-5.2,98,33,131,0.4961832061068702
power_shifting,fr,sw,gpt-5.6-luna,21,32,53,-0.20754716981132076
power_shifting,fr,sw,gpt-5.6-sol,16,43,59,-0.4576271186440678
power_shifting,fr,sw,gpt-5.6-terra,20,27,47,-0.14893617021276595
power_shifting,fr,sw,grok-4.3,69,68,137,0.0072992700729927005
power_shifting,fr,sw,haiku-4.5,70,45,115,0.21739130434782608
power_shifting,fr,sw,hy3,42,8,50,0.68
power_shifting,fr,sw,inkling,40,45,85,-0.058823529411764705
power_shifting,fr,sw,kimi-k2.6,74,34,108,0.37037037037037035
power_shifting,fr,sw,kimi-k3,31,15,46,0.34782608695652173
power_shifting,fr,sw,ling-3.0-flash,17,132,149,-0.7718120805369127
power_shifting,fr,sw,mimo-v2.5-pro,26,19,45,0.15555555555555556
power_shifting,fr,sw,minimax-m3,76,46,122,0.2459016393442623
power_shifting,fr,sw,nemotron-3-ultra,29,36,65,-0.1076923076923077
power_shifting,fr,sw,nemotron-3.5-lightning,0,0,0,
power_shifting,fr,sw,nova-2-lite,0,0,0,
power_shifting,fr,sw,qwen3.7-plus,73,5,78,0.8717948717948718
power_shifting,fr,sw,qwen3.8-27b,68,49,117,0.1623931623931624
power_shifting,fr,sw,qwen3.8-flash,44,19,63,0.3968253968253968
power_shifting,fr,sw,seed-2-1-turbo,46,21,67,0.373134328358209
power_shifting,fr,sw,sonnet-5,32,57,89,-0.2808988764044944
power_shifting,hi,sw,deepseek-v4-pro,40,46,86,-0.06976744186046512
power_shifting,hi,sw,gemini-3.1-flash-lite,1,6,7,-0.7142857142857143
power_shifting,hi,sw,gemma-4-31b,6,8,14,-0.14285714285714285
power_shifting,hi,sw,glm-5.2,51,44,95,0.07368421052631578
power_shifting,hi,sw,gpt-5.6-luna,37,20,57,0.2982456140350877
power_shifting,hi,sw,gpt-5.6-sol,28,43,71,-0.2112676056338028
power_shifting,hi,sw,gpt-5.6-terra,27,29,56,-0.03571428571428571
power_shifting,hi,sw,grok-4.3,35,76,111,-0.36936936936936937
power_shifting,hi,sw,haiku-4.5,90,37,127,0.41732283464566927
power_shifting,hi,sw,hy3,37,13,50,0.48
power_shifting,hi,sw,inkling,65,32,97,0.3402061855670103
power_shifting,hi,sw,kimi-k2.6,78,35,113,0.3805309734513274
power_shifting,hi,sw,kimi-k3,39,15,54,0.4444444444444444
power_shifting,hi,sw,ling-3.0-flash,30,123,153,-0.6078431372549019
power_shifting,hi,sw,mimo-v2.5-pro,49,12,61,0.6065573770491803
power_shifting,hi,sw,minimax-m3,100,33,133,0.5037593984962406
power_shifting,hi,sw,nemotron-3-ultra,47,35,82,0.14634146341463414
power_shifting,hi,sw,nemotron-3.5-lightning,0,0,0,
power_shifting,hi,sw,nova-2-lite,0,0,0,
power_shifting,hi,sw,qwen3.7-plus,32,12,44,0.45454545454545453
power_shifting,hi,sw,qwen3.8-27b,46,63,109,-0.1559633027522936
power_shifting,hi,sw,qwen3.8-flash,38,26,64,0.1875
power_shifting,hi,sw,seed-2-1-turbo,66,18,84,0.5714285714285714
power_shifting,hi,sw,sonnet-5,37,51,88,-0.1590909090909091
power_shifting,fr,zh,deepseek-v4-pro,80,25,105,0.5238095238095238
power_shifting,fr,zh,gemini-3.1-flash-lite,4,1,5,0.6
power_shifting,fr,zh,gemma-4-31b,13,8,21,0.23809523809523808
power_shifting,fr,zh,glm-5.2,95,23,118,0.6101694915254238
power_shifting,fr,zh,gpt-5.6-luna,26,19,45,0.15555555555555556
power_shifting,fr,zh,gpt-5.6-sol,35,20,55,0.2727272727272727
power_shifting,fr,zh,gpt-5.6-terra,33,15,48,0.375
power_shifting,fr,zh,grok-4.3,93,26,119,0.5630252100840336
power_shifting,fr,zh,haiku-4.5,30,83,113,-0.4690265486725664
power_shifting,fr,zh,hy3,27,27,54,0.0
power_shifting,fr,zh,inkling,38,30,68,0.11764705882352941
power_shifting,fr,zh,kimi-k2.6,72,34,106,0.3584905660377358
power_shifting,fr,zh,kimi-k3,30,12,42,0.42857142857142855
power_shifting,fr,zh,ling-3.0-flash,5,105,110,-0.9090909090909091
power_shifting,fr,zh,mimo-v2.5-pro,27,29,56,-0.03571428571428571
power_shifting,fr,zh,minimax-m3,43,102,145,-0.4068965517241379
power_shifting,fr,zh,nemotron-3-ultra,27,19,46,0.17391304347826086
power_shifting,fr,zh,nemotron-3.5-lightning,10,13,23,-0.13043478260869565
power_shifting,fr,zh,nova-2-lite,18,30,48,-0.25
power_shifting,fr,zh,qwen3.7-plus,39,30,69,0.13043478260869565
power_shifting,fr,zh,qwen3.8-27b,61,30,91,0.34065934065934067
power_shifting,fr,zh,qwen3.8-flash,37,35,72,0.027777777777777776
power_shifting,fr,zh,seed-2-1-turbo,13,67,80,-0.675
power_shifting,fr,zh,sonnet-5,38,49,87,-0.12643678160919541
power_shifting,hi,zh,deepseek-v4-pro,60,32,92,0.30434782608695654
power_shifting,hi,zh,gemini-3.1-flash-lite,2,2,4,0.0
power_shifting,hi,zh,gemma-4-31b,10,9,19,0.05263157894736842
power_shifting,hi,zh,glm-5.2,54,40,94,0.14893617021276595
power_shifting,hi,zh,gpt-5.6-luna,46,11,57,0.6140350877192983
power_shifting,hi,zh,gpt-5.6-sol,42,15,57,0.47368421052631576
power_shifting,hi,zh,gpt-5.6-terra,41,18,59,0.3898305084745763
power_shifting,hi,zh,grok-4.3,61,36,97,0.25773195876288657
power_shifting,hi,zh,haiku-4.5,52,77,129,-0.1937984496124031
power_shifting,hi,zh,hy3,23,33,56,-0.17857142857142858
power_shifting,hi,zh,inkling,75,29,104,0.4423076923076923
power_shifting,hi,zh,kimi-k2.6,76,35,111,0.36936936936936937
power_shifting,hi,zh,kimi-k3,38,12,50,0.52
power_shifting,hi,zh,ling-3.0-flash,25,103,128,-0.609375
power_shifting,hi,zh,mimo-v2.5-pro,52,24,76,0.3684210526315789
power_shifting,hi,zh,minimax-m3,61,83,144,-0.1527777777777778
power_shifting,hi,zh,nemotron-3-ultra,42,15,57,0.47368421052631576
power_shifting,hi,zh,nemotron-3.5-lightning,240,1,241,0.991701244813278
power_shifting,hi,zh,nova-2-lite,16,22,38,-0.15789473684210525
power_shifting,hi,zh,qwen3.7-plus,14,53,67,-0.582089552238806
power_shifting,hi,zh,qwen3.8-27b,42,47,89,-0.056179775280898875
power_shifting,hi,zh,qwen3.8-flash,28,39,67,-0.16417910447761194
power_shifting,hi,zh,seed-2-1-turbo,26,57,83,-0.37349397590361444
power_shifting,hi,zh,sonnet-5,45,45,90,0.0
power_shifting,hi,fr,deepseek-v4-pro,31,58,89,-0.30337078651685395
power_shifting,hi,fr,gemini-3.1-flash-lite,1,4,5,-0.6
power_shifting,hi,fr,gemma-4-31b,8,12,20,-0.2
power_shifting,hi,fr,glm-5.2,30,88,118,-0.4915254237288136
power_shifting,hi,fr,gpt-5.6-luna,45,17,62,0.45161290322580644
power_shifting,hi,fr,gpt-5.6-sol,35,23,58,0.20689655172413793
power_shifting,hi,fr,gpt-5.6-terra,25,20,45,0.1111111111111111
power_shifting,hi,fr,grok-4.3,41,83,124,-0.3387096774193548
power_shifting,hi,fr,haiku-4.5,66,38,104,0.2692307692307692
power_shifting,hi,fr,hy3,22,32,54,-0.18518518518518517
power_shifting,hi,fr,inkling,63,25,88,0.4318181818181818
power_shifting,hi,fr,kimi-k2.6,48,45,93,0.03225806451612903
power_shifting,hi,fr,kimi-k3,32,24,56,0.14285714285714285
power_shifting,hi,fr,ling-3.0-flash,43,21,64,0.34375
power_shifting,hi,fr,mimo-v2.5-pro,42,12,54,0.5555555555555556
power_shifting,hi,fr,minimax-m3,86,49,135,0.2740740740740741
power_shifting,hi,fr,nemotron-3-ultra,33,14,47,0.40425531914893614
power_shifting,hi,fr,nemotron-3.5-lightning,244,2,246,0.983739837398374
power_shifting,hi,fr,nova-2-lite,25,19,44,0.13636363636363635
power_shifting,hi,fr,qwen3.7-plus,10,58,68,-0.7058823529411765
power_shifting,hi,fr,qwen3.8-27b,29,65,94,-0.3829787234042553
power_shifting,hi,fr,qwen3.8-flash,31,44,75,-0.17333333333333334
power_shifting,hi,fr,seed-2-1-turbo,44,21,65,0.35384615384615387
power_shifting,hi,fr,sonnet-5,50,39,89,0.12359550561797752
